name,stream_url,homepage,country,language,tags,codec,bitrate
4BU - Bundaberg - 1332 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/BUN_4BUAAC.aac,https://www.4bu.com.au/,Australia,english,"adult contemporary,commercial",AAC+,64
4BU - Bundaberg - 1332 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/BUN_4BU.mp3,https://www.4bu.com.au/,Australia,english,"adult contemporary,commercial",MP3,128
4BU 1332 AM Classic Hits Bundaberg,"http://www.surfmusic.de/m3u/4bu-1332-am,18581.m3u",https://www.4bu.com.au/,Australia,,,AAC+,64
4CA - Cairns - 846 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/CAI_4CAAAC.aac,https://www.4ca.com.au/,Australia,english,"adult contemporary,commercial",AAC+,64
4CA - Cairns - 846 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/CAI_4CA.mp3,https://www.4ca.com.au/,Australia,english,"adult contemporary,commercial",MP3,128
4CA 846 AM Far North QLD Classic Hits,"http://www.surfmusic.de/m3u/4ca-864-am,18582.m3u",https://www.4ca.com.au/,Australia,,,AAC+,64
4CC - Gladstone - 927 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/GLA_4CCAAC.aac,https://www.4cc.com.au/,Australia,english,"adult contemporary,commercial",AAC+,64
4CC - Gladstone - 927 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/GLA_4CC.mp3,https://www.4cc.com.au/,Australia,english,"adult contemporary,commercial",MP3,128
4EB,https://playerservices.streamtheworld.com/api/livestream-redirect/4EB.mp3,https://www.4eb.org.au/,Australia,,,MP3,128
4EB - Brisbane - 98.1 FM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/4EBAAC.aac,https://www.4eb.org.au/,Australia,english,"community radio,multilingual,variety",AAC+,128
4EB - Brisbane - 98.1 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/4EB.mp3,https://www.4eb.org.au/,Australia,english,"community radio,multilingual,variety",MP3,128
4K1G - Townsville - 107.1 FM (MP3),http://usa4.fastcast4u.com/proxy/4k1g?mp=/stream,https://www.4k1g.org/,Australia,english,"community radio,indigenous,local,variety",MP3,128
4K1G 107.1FM TATSICM Indigenous Community Radio Townsville,https://usa4.fastcast4u.com/proxy/4k1g?mp=/stream,https://www.4k1g.org/,Australia,"australian indigenous,english,torres strait creole","classic rock,comedy,education,heritage,indigenous current affairs,news",MP3,128
